,DATE,RATE
1070,2008-04-06,5.1
1071,2008-04-07,5.04
1072,2008-04-08,5.03
1073,2008-04-09,5.03
1074,2008-04-10,4.98
1075,2008-04-11,5.0
1076,2008-04-12,5.0
1077,2008-04-13,5.0
1078,2008-04-14,5.0
1079,2008-04-15,5.0
1080,2008-04-16,5.0
1081,2008-04-17,5.0
1082,2008-04-18,5.0
1083,2008-04-19,5.0
1084,2008-04-20,5.0
1085,2008-04-21,4.97
1086,2008-04-22,4.98
1087,2008-04-23,4.98
1088,2008-04-24,5.0
1089,2008-04-25,4.96
1090,2008-04-26,4.96
1091,2008-04-27,4.96
1092,2008-04-28,4.89
1093,2008-04-29,4.94
1094,2008-04-30,4.95
1095,2008-05-01,4.95
1096,2008-05-02,4.96
1097,2008-05-03,4.96
1098,2008-05-04,4.96
1099,2008-05-05,4.96
1100,2008-05-06,5.19
1101,2008-05-07,5.18
1102,2008-05-08,5.01
1103,2008-05-09,5.0
1104,2008-05-10,5.0
1105,2008-05-11,5.0
1106,2008-05-12,5.0
1107,2008-05-13,4.93
1108,2008-05-14,4.87
1109,2008-05-15,4.9
1110,2008-05-16,4.95
1111,2008-05-17,4.95
1112,2008-05-18,4.95
1113,2008-05-19,4.93
1114,2008-05-20,4.63
1115,2008-05-21,4.62
1116,2008-05-22,5.0
1117,2008-05-23,5.0
1118,2008-05-24,5.0
1119,2008-05-25,5.0
1120,2008-05-26,5.0
1121,2008-05-27,5.01
1122,2008-05-28,5.03
1123,2008-05-29,5.03
1124,2008-05-30,5.04
1125,2008-05-31,5.04
1126,2008-06-01,5.04
1127,2008-06-02,5.0
1128,2008-06-03,5.0
1129,2008-06-04,5.0
1130,2008-06-05,5.0
1131,2008-06-06,5.0
1132,2008-06-07,5.0
1133,2008-06-08,5.0
1134,2008-06-09,4.81
1135,2008-06-10,4.57
1136,2008-06-11,4.57
1137,2008-06-12,4.99
1138,2008-06-13,4.99
1139,2008-06-14,4.99
1140,2008-06-15,4.99
1141,2008-06-16,5.01
1142,2008-06-17,5.0
1143,2008-06-18,5.0
1144,2008-06-19,5.0
1145,2008-06-20,5.01
1146,2008-06-21,5.01
1147,2008-06-22,5.01
1148,2008-06-23,4.62
1149,2008-06-24,4.55
1150,2008-06-25,4.55
1151,2008-06-26,5.01
1152,2008-06-27,5.0
1153,2008-06-28,5.0
1154,2008-06-29,5.0
1155,2008-06-30,5.01
1156,2008-07-01,4.99
1157,2008-07-02,4.99
1158,2008-07-03,4.99
1159,2008-07-04,5.03
1160,2008-07-05,5.03
1161,2008-07-06,5.03
1162,2008-07-07,5.01
1163,2008-07-08,5.01
1164,2008-07-09,5.02
1165,2008-07-10,5.01
1166,2008-07-11,5.01
1167,2008-07-12,5.01
1168,2008-07-13,5.01
1169,2008-07-14,5.0
1170,2008-07-15,5.01
1171,2008-07-16,5.0
1172,2008-07-17,5.01
1173,2008-07-18,5.01
1174,2008-07-19,5.01
1175,2008-07-20,5.01
1176,2008-07-21,4.58
1177,2008-07-22,4.57
1178,2008-07-23,4.56
1179,2008-07-24,5.0
1180,2008-07-25,5.0
1181,2008-07-26,5.0
1182,2008-07-27,5.0
1183,2008-07-28,5.01
1184,2008-07-29,5.01
1185,2008-07-30,5.0
1186,2008-07-31,5.03
1187,2008-08-01,5.02
1188,2008-08-02,5.02
1189,2008-08-03,5.02
1190,2008-08-04,5.02
1191,2008-08-05,5.02
1192,2008-08-06,5.02
1193,2008-08-07,5.25
1194,2008-08-08,5.24
1195,2008-08-09,5.24
1196,2008-08-10,5.24
1197,2008-08-11,5.24
1198,2008-08-12,5.25
1199,2008-08-13,5.25
1200,2008-08-14,5.25
1201,2008-08-15,5.25
1202,2008-08-16,5.25
1203,2008-08-17,5.25
1204,2008-08-18,5.24
1205,2008-08-19,5.23
1206,2008-08-20,5.23
1207,2008-08-21,5.25
1208,2008-08-22,5.25
1209,2008-08-23,5.25
1210,2008-08-24,5.25
1211,2008-08-25,5.24
1212,2008-08-26,5.24
1213,2008-08-27,5.24
1214,2008-08-28,5.24
1215,2008-08-29,5.25
1216,2008-08-30,5.25
1217,2008-08-31,5.25
1218,2008-09-01,5.25
1219,2008-09-02,5.24
1220,2008-09-03,5.25
1221,2008-09-04,5.25
1222,2008-09-05,5.24
1223,2008-09-06,5.24
1224,2008-09-07,5.24
1225,2008-09-08,5.25
1226,2008-09-09,5.28
1227,2008-09-10,5.22
1228,2008-09-11,5.25
1229,2008-09-12,5.25
1230,2008-09-13,5.25
1231,2008-09-14,5.25
1232,2008-09-15,5.25
1233,2008-09-16,5.23
1234,2008-09-17,5.24
1235,2008-09-18,5.12
1236,2008-09-19,5.07
1237,2008-09-20,5.07
1238,2008-09-21,5.07
1239,2008-09-22,4.95
1240,2008-09-23,4.8
1241,2008-09-24,4.86
1242,2008-09-25,5.23
1243,2008-09-26,5.23
1244,2008-09-27,5.23
1245,2008-09-28,5.23
1246,2008-09-29,5.22
1247,2008-09-30,5.22
1248,2008-10-01,5.22
1249,2008-10-02,5.22
1250,2008-10-03,5.22
1251,2008-10-04,5.22
1252,2008-10-05,5.22
1253,2008-10-06,5.23
1254,2008-10-07,5.06
1255,2008-10-08,5.12
1256,2008-10-09,4.98
1257,2008-10-10,4.98
1258,2008-10-11,4.98
1259,2008-10-12,4.98
1260,2008-10-13,4.98
1261,2008-10-14,4.99
1262,2008-10-15,4.99
1263,2008-10-16,4.99
1264,2008-10-17,4.99
1265,2008-10-18,4.99
1266,2008-10-19,4.99
1267,2008-10-20,4.97
1268,2008-10-21,4.89
1269,2008-10-22,4.89
1270,2008-10-23,4.98
1271,2008-10-24,4.98
1272,2008-10-25,4.98
1273,2008-10-26,4.98
1274,2008-10-27,4.28
1275,2008-10-28,4.24
1276,2008-10-29,4.24
1277,2008-10-30,4.21
1278,2008-10-31,4.14
1279,2008-11-01,4.14
1280,2008-11-02,4.14
1281,2008-11-03,4.1
1282,2008-11-04,4.02
1283,2008-11-05,4.04
1284,2008-11-06,4.22
1285,2008-11-07,3.97
1286,2008-11-08,3.97
1287,2008-11-09,3.97
1288,2008-11-10,3.98
1289,2008-11-11,3.98
1290,2008-11-12,3.98
1291,2008-11-13,3.98
1292,2008-11-14,3.98
1293,2008-11-15,3.98
1294,2008-11-16,3.98
1295,2008-11-17,3.93
1296,2008-11-18,3.95
1297,2008-11-19,3.95
1298,2008-11-20,3.99
1299,2008-11-21,3.98
1300,2008-11-22,3.98
1301,2008-11-23,3.98
1302,2008-11-24,3.99
1303,2008-11-25,3.98
1304,2008-11-26,3.98
1305,2008-11-27,3.98
1306,2008-11-28,3.99
1307,2008-11-29,3.99
1308,2008-11-30,3.99
1309,2008-12-01,3.97
1310,2008-12-02,3.98
1311,2008-12-03,3.98
1312,2008-12-04,3.91
1313,2008-12-05,3.85
1314,2008-12-06,3.85
1315,2008-12-07,3.85
1316,2008-12-08,4.71
1317,2008-12-09,3.61
1318,2008-12-10,3.61
1319,2008-12-11,3.16
1320,2008-12-12,2.9
1321,2008-12-13,2.9
1322,2008-12-14,2.9
1323,2008-12-15,2.83
1324,2008-12-16,2.78
1325,2008-12-17,2.81
1326,2008-12-18,2.81
1327,2008-12-19,2.82
1328,2008-12-20,2.82
1329,2008-12-21,2.82
1330,2008-12-22,2.7
1331,2008-12-23,2.57
1332,2008-12-24,2.66
1333,2008-12-25,2.66
1334,2008-12-26,2.99
1335,2008-12-27,2.99
1336,2008-12-28,2.99
1337,2008-12-29,2.97
1338,2008-12-30,2.94
1339,2008-12-31,3.02
1340,2009-01-01,3.02
1341,2009-01-02,2.87
1342,2009-01-03,2.87
1343,2009-01-04,2.87
1344,2009-01-05,2.75
1345,2009-01-06,2.59
1346,2009-01-07,2.58
1347,2009-01-08,2.98
1348,2009-01-09,2.49
1349,2009-01-10,2.49
1350,2009-01-11,2.49
1351,2009-01-12,2.42
1352,2009-01-13,2.26
1353,2009-01-14,2.22
1354,2009-01-15,2.04
1355,2009-01-16,2.02
1356,2009-01-17,2.02
1357,2009-01-18,2.02
1358,2009-01-19,1.99
1359,2009-01-20,2.0
1360,2009-01-21,2.1
1361,2009-01-22,2.51
1362,2009-01-23,2.44
1363,2009-01-24,2.44
1364,2009-01-25,2.44
1365,2009-01-26,2.44
1366,2009-01-27,2.44
1367,2009-01-28,2.48
1368,2009-01-29,2.45
1369,2009-01-30,2.41
1370,2009-01-31,2.41
1371,2009-02-01,2.41
1372,2009-02-02,2.38
1373,2009-02-03,2.38
1374,2009-02-04,2.38
1375,2009-02-05,2.39
1376,2009-02-06,2.39
1377,2009-02-07,2.39
1378,2009-02-08,2.39
1379,2009-02-09,2.2
1380,2009-02-10,2.07
1381,2009-02-11,2.06
1382,2009-02-12,2.02
1383,2009-02-13,1.92
1384,2009-02-14,1.92
1385,2009-02-15,1.92
1386,2009-02-16,1.69
1387,2009-02-17,1.76
1388,2009-02-18,1.75
1389,2009-02-19,1.79
1390,2009-02-20,1.82
1391,2009-02-21,1.82
1392,2009-02-22,1.82
1393,2009-02-23,1.76
1394,2009-02-24,1.55
1395,2009-02-25,1.58
1396,2009-02-26,1.88
1397,2009-02-27,1.87
1398,2009-02-28,1.87
1399,2009-03-01,1.87
1400,2009-03-02,1.75
1401,2009-03-03,1.75
1402,2009-03-04,1.76
1403,2009-03-05,1.75
1404,2009-03-06,1.76
1405,2009-03-07,1.76
1406,2009-03-08,1.76
1407,2009-03-09,1.71
1408,2009-03-10,1.63
1409,2009-03-11,1.64
1410,2009-03-12,1.78
1411,2009-03-13,1.82
1412,2009-03-14,1.82
1413,2009-03-15,1.82
1414,2009-03-16,1.82
1415,2009-03-17,1.94
1416,2009-03-18,1.87
1417,2009-03-19,1.79
1418,2009-03-20,1.81
1419,2009-03-21,1.81
1420,2009-03-22,1.81
1421,2009-03-23,1.74
1422,2009-03-24,1.63
1423,2009-03-25,1.56
1424,2009-03-26,1.89
1425,2009-03-27,1.76
1426,2009-03-28,1.76
1427,2009-03-29,1.76
1428,2009-03-30,1.76
1429,2009-03-31,1.73
1430,2009-04-01,1.72
1431,2009-04-02,1.65
1432,2009-04-03,1.66
1433,2009-04-04,1.66
1434,2009-04-05,1.66
1435,2009-04-06,1.65
1436,2009-04-07,1.57
1437,2009-04-08,1.58
1438,2009-04-09,1.86
1439,2009-04-10,1.82
1440,2009-04-11,1.82
1441,2009-04-12,1.82
1442,2009-04-13,1.8
1443,2009-04-14,1.79
1444,2009-04-15,1.76
1445,2009-04-16,1.83
1446,2009-04-17,1.83
1447,2009-04-18,1.83
1448,2009-04-19,1.83
1449,2009-04-20,1.86
1450,2009-04-21,1.57
1451,2009-04-22,1.57
1452,2009-04-23,1.89
1453,2009-04-24,1.84
1454,2009-04-25,1.84
1455,2009-04-26,1.84
1456,2009-04-27,1.88
1457,2009-04-28,1.85
1458,2009-04-29,1.84
1459,2009-04-30,1.85
1460,2009-05-01,1.85
1461,2009-05-02,1.85
1462,2009-05-03,1.85
1463,2009-05-04,1.77
1464,2009-05-05,1.77
1465,2009-05-06,1.72
1466,2009-05-07,1.83
1467,2009-05-08,1.92
1468,2009-05-09,1.92
1469,2009-05-10,1.92
1470,2009-05-11,1.93
1471,2009-05-12,1.93
1472,2009-05-13,1.93
1473,2009-05-14,1.93
1474,2009-05-15,1.93
1475,2009-05-16,1.93
1476,2009-05-17,1.93
1477,2009-05-18,1.89
1478,2009-05-19,1.74
1479,2009-05-20,1.73
1480,2009-05-21,1.96
1481,2009-05-22,1.97
1482,2009-05-23,1.97
1483,2009-05-24,1.97
1484,2009-05-25,1.97
1485,2009-05-26,1.97
1486,2009-05-27,1.96
1487,2009-05-28,1.96
1488,2009-05-29,1.96
1489,2009-05-30,1.96
1490,2009-05-31,1.96
1491,2009-06-01,1.95
1492,2009-06-02,1.93
1493,2009-06-03,1.92
1494,2009-06-04,1.93
1495,2009-06-05,1.93
1496,2009-06-06,1.93
1497,2009-06-07,1.93
1498,2009-06-08,1.93
1499,2009-06-09,1.96
1500,2009-06-10,1.93
1501,2009-06-11,1.96
1502,2009-06-12,1.94
1503,2009-06-13,1.94
1504,2009-06-14,1.94
1505,2009-06-15,1.93
1506,2009-06-16,1.94
1507,2009-06-17,1.95
1508,2009-06-18,1.95
1509,2009-06-19,1.94
1510,2009-06-20,1.94
1511,2009-06-21,1.94
1512,2009-06-22,1.93
1513,2009-06-23,1.82
1514,2009-06-24,1.87
1515,2009-06-25,1.93
1516,2009-06-26,1.92
1517,2009-06-27,1.92
1518,2009-06-28,1.92
1519,2009-06-29,1.92
1520,2009-06-30,1.96
1521,2009-07-01,1.9
1522,2009-07-02,1.92
1523,2009-07-03,1.92
1524,2009-07-04,1.92
1525,2009-07-05,1.92
1526,2009-07-06,1.93
1527,2009-07-07,1.92
1528,2009-07-08,1.92
1529,2009-07-09,1.93
1530,2009-07-10,1.94
1531,2009-07-11,1.94
1532,2009-07-12,1.94
1533,2009-07-13,1.94
1534,2009-07-14,1.95
1535,2009-07-15,1.95
1536,2009-07-16,1.95
1537,2009-07-17,1.94
1538,2009-07-18,1.94
1539,2009-07-19,1.94
1540,2009-07-20,1.94
1541,2009-07-21,1.93
1542,2009-07-22,1.93
1543,2009-07-23,1.93
1544,2009-07-24,1.93
1545,2009-07-25,1.93
1546,2009-07-26,1.93
1547,2009-07-27,1.93
1548,2009-07-28,1.93
1549,2009-07-29,1.93
1550,2009-07-30,1.93
1551,2009-07-31,1.95
1552,2009-08-01,1.95
1553,2009-08-02,1.95
1554,2009-08-03,1.94
1555,2009-08-04,1.97
1556,2009-08-05,1.97
1557,2009-08-06,1.98
1558,2009-08-07,1.99
1559,2009-08-08,1.99
1560,2009-08-09,1.99
1561,2009-08-10,1.99
1562,2009-08-11,1.99
1563,2009-08-12,1.98
1564,2009-08-13,1.98
1565,2009-08-14,1.97
1566,2009-08-15,1.97
1567,2009-08-16,1.97
1568,2009-08-17,1.98
1569,2009-08-18,1.97
1570,2009-08-19,1.97
1571,2009-08-20,1.99
1572,2009-08-21,1.98
1573,2009-08-22,1.98
1574,2009-08-23,1.98
1575,2009-08-24,1.98
1576,2009-08-25,1.98
1577,2009-08-26,1.98
1578,2009-08-27,1.97
1579,2009-08-28,1.97
1580,2009-08-29,1.97
1581,2009-08-30,1.97
1582,2009-08-31,1.99
1583,2009-09-01,1.98
1584,2009-09-02,1.98
1585,2009-09-03,1.97
1586,2009-09-04,1.97
1587,2009-09-05,1.97
1588,2009-09-06,1.97
1589,2009-09-07,1.97
1590,2009-09-08,1.91
1591,2009-09-09,1.98
1592,2009-09-10,1.99
1593,2009-09-11,1.99
1594,2009-09-12,1.99
1595,2009-09-13,1.99
1596,2009-09-14,2.0
1597,2009-09-15,1.99
1598,2009-09-16,1.99
1599,2009-09-17,2.0
1600,2009-09-18,2.0
1601,2009-09-19,2.0
1602,2009-09-20,2.0
1603,2009-09-21,1.97
1604,2009-09-22,1.8
1605,2009-09-23,1.79
1606,2009-09-24,2.0
1607,2009-09-25,2.0
1608,2009-09-26,2.0
1609,2009-09-27,2.0
1610,2009-09-28,2.0
1611,2009-09-29,2.01
1612,2009-09-30,2.0
1613,2009-10-01,2.0
1614,2009-10-02,2.0
1615,2009-10-03,2.0
1616,2009-10-04,2.0
1617,2009-10-05,1.99
1618,2009-10-06,2.0
1619,2009-10-07,1.99
1620,2009-10-08,1.99
1621,2009-10-09,1.99
1622,2009-10-10,1.99
1623,2009-10-11,1.99
1624,2009-10-12,1.99
1625,2009-10-13,1.99
1626,2009-10-14,1.99
1627,2009-10-15,1.99
1628,2009-10-16,1.98
1629,2009-10-17,1.98
1630,2009-10-18,1.98
1631,2009-10-19,1.98
1632,2009-10-20,1.99
1633,2009-10-21,2.02
1634,2009-10-22,2.0
1635,2009-10-23,2.0
1636,2009-10-24,2.0
1637,2009-10-25,2.0
1638,2009-10-26,2.0
1639,2009-10-27,2.0
1640,2009-10-28,2.0
1641,2009-10-29,2.01
1642,2009-10-30,2.01
1643,2009-10-31,2.01
1644,2009-11-01,2.01
1645,2009-11-02,2.0
1646,2009-11-03,1.99
1647,2009-11-04,1.99
1648,2009-11-05,2.0
1649,2009-11-06,2.0
1650,2009-11-07,2.0
1651,2009-11-08,2.0
1652,2009-11-09,2.0
1653,2009-11-10,2.07
1654,2009-11-11,1.98
1655,2009-11-12,2.01
1656,2009-11-13,2.0
1657,2009-11-14,2.0
1658,2009-11-15,2.0
1659,2009-11-16,2.01
1660,2009-11-17,1.99
1661,2009-11-18,1.96
1662,2009-11-19,1.95
1663,2009-11-20,2.01
1664,2009-11-21,2.01
1665,2009-11-22,2.01
1666,2009-11-23,2.03
1667,2009-11-24,2.0
1668,2009-11-25,1.99
1669,2009-11-26,2.01
1670,2009-11-27,2.0
1671,2009-11-28,2.0
1672,2009-11-29,2.0
1673,2009-11-30,2.01
1674,2009-12-01,2.0
1675,2009-12-02,2.0
1676,2009-12-03,2.0
1677,2009-12-04,2.0
1678,2009-12-05,2.0
1679,2009-12-06,2.0
1680,2009-12-07,1.99
1681,2009-12-08,1.97
1682,2009-12-09,1.97
1683,2009-12-10,2.01
1684,2009-12-11,2.0
1685,2009-12-12,2.0
1686,2009-12-13,2.0
1687,2009-12-14,2.0
1688,2009-12-15,2.0
1689,2009-12-16,2.0
1690,2009-12-17,2.0
1691,2009-12-18,2.0
1692,2009-12-19,2.0
1693,2009-12-20,2.0
1694,2009-12-21,2.0
1695,2009-12-22,1.99
1696,2009-12-23,1.99
1697,2009-12-24,1.98
1698,2009-12-25,1.98
1699,2009-12-26,1.98
1700,2009-12-27,1.98
1701,2009-12-28,2.0
1702,2009-12-29,2.0
1703,2009-12-30,2.0
1704,2009-12-31,2.01
1705,2010-01-01,2.01
1706,2010-01-02,2.01
1707,2010-01-03,2.01
1708,2010-01-04,1.99
1709,2010-01-05,1.98
1710,2010-01-06,1.96
1711,2010-01-07,2.0
1712,2010-01-08,2.0
1713,2010-01-09,2.0
1714,2010-01-10,2.0
1715,2010-01-11,2.0
1716,2010-01-12,2.0
1717,2010-01-13,2.0
1718,2010-01-14,2.0
1719,2010-01-15,2.0
1720,2010-01-16,2.0
1721,2010-01-17,2.0
1722,2010-01-18,1.99
1723,2010-01-19,1.99
1724,2010-01-20,1.97
1725,2010-01-21,2.01
1726,2010-01-22,2.0
1727,2010-01-23,2.0
1728,2010-01-24,2.0
1729,2010-01-25,2.01
1730,2010-01-26,2.01
1731,2010-01-27,2.01
1732,2010-01-28,2.01
1733,2010-01-29,2.01
1734,2010-01-30,2.01
1735,2010-01-31,2.01
1736,2010-02-01,2.01
1737,2010-02-02,2.0
1738,2010-02-03,2.0
1739,2010-02-04,2.0
1740,2010-02-05,2.0
1741,2010-02-06,2.0
1742,2010-02-07,2.0
1743,2010-02-08,2.0
1744,2010-02-09,1.99
1745,2010-02-10,1.97
1746,2010-02-11,2.02
1747,2010-02-12,2.02
1748,2010-02-13,2.02
1749,2010-02-14,2.02
1750,2010-02-15,2.02
1751,2010-02-16,2.02
1752,2010-02-17,2.02
1753,2010-02-18,2.02
1754,2010-02-19,2.01
1755,2010-02-20,2.01
1756,2010-02-21,2.01
1757,2010-02-22,1.98
1758,2010-02-23,1.92
1759,2010-02-24,1.9
1760,2010-02-25,2.02
1761,2010-02-26,2.02
1762,2010-02-27,2.02
1763,2010-02-28,2.02
1764,2010-03-01,2.02
1765,2010-03-02,2.02
1766,2010-03-03,2.01
1767,2010-03-04,2.02
1768,2010-03-05,2.01
1769,2010-03-06,2.01
1770,2010-03-07,2.01
1771,2010-03-08,2.02
1772,2010-03-09,2.02
1773,2010-03-10,1.99
1774,2010-03-11,2.02
1775,2010-03-12,2.02
1776,2010-03-13,2.02
1777,2010-03-14,2.02
1778,2010-03-15,2.01
1779,2010-03-16,2.01
1780,2010-03-17,2.0
1781,2010-03-18,2.01
1782,2010-03-19,2.01
1783,2010-03-20,2.01
1784,2010-03-21,2.01
1785,2010-03-22,2.01
1786,2010-03-23,2.0
1787,2010-03-24,2.0
1788,2010-03-25,2.01
1789,2010-03-26,2.0
1790,2010-03-27,2.0
1791,2010-03-28,2.0
1792,2010-03-29,2.0
1793,2010-03-30,1.99
1794,2010-03-31,2.0
1795,2010-04-01,1.99
1796,2010-04-02,2.0
1797,2010-04-03,2.0
1798,2010-04-04,2.0
1799,2010-04-05,2.0
1800,2010-04-06,2.02
1801,2010-04-07,2.02
1802,2010-04-08,2.02
1803,2010-04-09,2.0
1804,2010-04-10,2.0
1805,2010-04-11,2.0
1806,2010-04-12,2.01
1807,2010-04-13,2.01
1808,2010-04-14,2.0
1809,2010-04-15,2.0
1810,2010-04-16,1.99
1811,2010-04-17,1.99
1812,2010-04-18,1.99
1813,2010-04-19,2.0
1814,2010-04-20,2.0
1815,2010-04-21,2.01
1816,2010-04-22,2.0
1817,2010-04-23,2.0
1818,2010-04-24,2.0
1819,2010-04-25,2.0
1820,2010-04-26,2.01
1821,2010-04-27,2.01
1822,2010-04-28,2.01
1823,2010-04-29,2.0
1824,2010-04-30,2.0
1825,2010-05-01,2.0
1826,2010-05-02,2.0
1827,2010-05-03,2.0
1828,2010-05-04,2.05
1829,2010-05-05,2.05
1830,2010-05-06,2.02
1831,2010-05-07,2.01
1832,2010-05-08,2.01
1833,2010-05-09,2.01
1834,2010-05-10,2.01
1835,2010-05-11,2.01
1836,2010-05-12,2.01
1837,2010-05-13,2.01
1838,2010-05-14,2.01
1839,2010-05-15,2.01
1840,2010-05-16,2.01
1841,2010-05-17,2.02
1842,2010-05-18,2.01
1843,2010-05-19,2.01
1844,2010-05-20,2.02
1845,2010-05-21,2.02
1846,2010-05-22,2.02
1847,2010-05-23,2.02
1848,2010-05-24,2.02
1849,2010-05-25,2.02
1850,2010-05-26,1.99
1851,2010-05-27,1.98
1852,2010-05-28,1.98
1853,2010-05-29,1.98
1854,2010-05-30,1.98
1855,2010-05-31,2.0
1856,2010-06-01,1.99
1857,2010-06-02,1.99
1858,2010-06-03,1.99
1859,2010-06-04,1.98
1860,2010-06-05,1.98
1861,2010-06-06,1.98
1862,2010-06-07,1.99
1863,2010-06-08,1.95
1864,2010-06-09,1.97
1865,2010-06-10,2.02
1866,2010-06-11,2.02
1867,2010-06-12,2.02
1868,2010-06-13,2.02
1869,2010-06-14,2.02
1870,2010-06-15,2.02
1871,2010-06-16,2.01
1872,2010-06-17,2.01
1873,2010-06-18,2.0
1874,2010-06-19,2.0
1875,2010-06-20,2.0
1876,2010-06-21,2.01
1877,2010-06-22,2.01
1878,2010-06-23,1.97
1879,2010-06-24,2.02
1880,2010-06-25,2.02
1881,2010-06-26,2.02
1882,2010-06-27,2.02
1883,2010-06-28,1.99
1884,2010-06-29,1.95
1885,2010-06-30,2.03
1886,2010-07-01,1.99
1887,2010-07-02,1.99
1888,2010-07-03,1.99
1889,2010-07-04,1.99
1890,2010-07-05,2.01
1891,2010-07-06,2.05
1892,2010-07-07,2.04
1893,2010-07-08,2.02
1894,2010-07-09,2.26
1895,2010-07-10,2.26
1896,2010-07-11,2.26
1897,2010-07-12,2.27
1898,2010-07-13,2.26
1899,2010-07-14,2.26
1900,2010-07-15,2.27
1901,2010-07-16,2.25
1902,2010-07-17,2.25
1903,2010-07-18,2.25
1904,2010-07-19,2.26
1905,2010-07-20,2.27
1906,2010-07-21,2.27
1907,2010-07-22,2.27
1908,2010-07-23,2.27
1909,2010-07-24,2.27
1910,2010-07-25,2.27
1911,2010-07-26,2.27
1912,2010-07-27,2.27
1913,2010-07-28,2.27
1914,2010-07-29,2.28
1915,2010-07-30,2.28
1916,2010-07-31,2.28
1917,2010-08-01,2.28
1918,2010-08-02,2.28
1919,2010-08-03,2.27
1920,2010-08-04,2.27
1921,2010-08-05,2.28
1922,2010-08-06,2.27
1923,2010-08-07,2.27
1924,2010-08-08,2.27
1925,2010-08-09,2.28
1926,2010-08-10,2.28
1927,2010-08-11,2.29
1928,2010-08-12,2.27
1929,2010-08-13,2.27
1930,2010-08-14,2.27
1931,2010-08-15,2.27
1932,2010-08-16,2.27
1933,2010-08-17,2.27
1934,2010-08-18,2.27
1935,2010-08-19,2.28
1936,2010-08-20,2.28
1937,2010-08-21,2.28
1938,2010-08-22,2.28
1939,2010-08-23,2.26
1940,2010-08-24,2.3
1941,2010-08-25,2.3
1942,2010-08-26,2.28
1943,2010-08-27,2.28
1944,2010-08-28,2.28
1945,2010-08-29,2.28
1946,2010-08-30,2.27
1947,2010-08-31,2.28
1948,2010-09-01,2.27
1949,2010-09-02,2.27
1950,2010-09-03,2.27
1951,2010-09-04,2.27
1952,2010-09-05,2.27
1953,2010-09-06,2.26
1954,2010-09-07,2.26
1955,2010-09-08,2.27
1956,2010-09-09,2.27
1957,2010-09-10,2.27
1958,2010-09-11,2.27
1959,2010-09-12,2.27
1960,2010-09-13,2.27
1961,2010-09-14,2.27
1962,2010-09-15,2.28
1963,2010-09-16,2.28
1964,2010-09-17,2.28
1965,2010-09-18,2.28
1966,2010-09-19,2.28
1967,2010-09-20,2.28
1968,2010-09-21,2.28
1969,2010-09-22,2.28
1970,2010-09-23,2.28
1971,2010-09-24,2.28
1972,2010-09-25,2.28
1973,2010-09-26,2.28
1974,2010-09-27,2.27
1975,2010-09-28,2.27
1976,2010-09-29,2.26
1977,2010-09-30,2.27
1978,2010-10-01,2.27
1979,2010-10-02,2.27
1980,2010-10-03,2.27
1981,2010-10-04,2.24
1982,2010-10-05,2.18
1983,2010-10-06,2.2
1984,2010-10-07,2.28
1985,2010-10-08,2.27
1986,2010-10-09,2.27
1987,2010-10-10,2.27
1988,2010-10-11,2.27
1989,2010-10-12,2.27
1990,2010-10-13,2.27
1991,2010-10-14,2.28
1992,2010-10-15,2.27
1993,2010-10-16,2.27
1994,2010-10-17,2.27
1995,2010-10-18,2.26
1996,2010-10-19,2.28
1997,2010-10-20,2.29
1998,2010-10-21,2.28
1999,2010-10-22,2.28
2000,2010-10-23,2.28
2001,2010-10-24,2.28
2002,2010-10-25,2.25
2003,2010-10-26,2.24
2004,2010-10-27,2.24
2005,2010-10-28,2.24
2006,2010-10-29,2.26
2007,2010-10-30,2.26
2008,2010-10-31,2.26
2009,2010-11-01,2.24
2010,2010-11-02,2.23
2011,2010-11-03,2.24
2012,2010-11-04,2.24
2013,2010-11-05,2.24
2014,2010-11-06,2.24
2015,2010-11-07,2.24
2016,2010-11-08,2.24
2017,2010-11-09,2.27
2018,2010-11-10,2.26
2019,2010-11-11,2.24
2020,2010-11-12,2.24
2021,2010-11-13,2.24
2022,2010-11-14,2.24
2023,2010-11-15,2.24
2024,2010-11-16,2.49
2025,2010-11-17,2.5
2026,2010-11-18,2.5
2027,2010-11-19,2.5
2028,2010-11-20,2.5
2029,2010-11-21,2.5
2030,2010-11-22,2.51
2031,2010-11-23,2.52
2032,2010-11-24,2.54
2033,2010-11-25,2.5
2034,2010-11-26,2.5
2035,2010-11-27,2.5
2036,2010-11-28,2.5
2037,2010-11-29,2.5
2038,2010-11-30,2.51
2039,2010-12-01,2.5
2040,2010-12-02,2.5
2041,2010-12-03,2.5
2042,2010-12-04,2.5
2043,2010-12-05,2.5
2044,2010-12-06,2.5
2045,2010-12-07,2.52
2046,2010-12-08,2.52
2047,2010-12-09,2.51
2048,2010-12-10,2.5
2049,2010-12-11,2.5
2050,2010-12-12,2.5
2051,2010-12-13,2.5
2052,2010-12-14,2.49
2053,2010-12-15,2.49
2054,2010-12-16,2.5
2055,2010-12-17,2.49
2056,2010-12-18,2.49
2057,2010-12-19,2.49
2058,2010-12-20,2.5
2059,2010-12-21,2.52
2060,2010-12-22,2.53
2061,2010-12-23,2.5
2062,2010-12-24,2.5
2063,2010-12-25,2.5
2064,2010-12-26,2.5
2065,2010-12-27,2.5
2066,2010-12-28,2.49
2067,2010-12-29,2.49
2068,2010-12-30,2.49
